,id,midi_unformatted,year,midi_query,midi,match_score
0,435,Mezjuev/Antiquity Rag.mid,1991.0,mezjuev-antiquity_rag,mezjuev-antiquity_rag__mezjuev.mid,76
1,462,Mezjuev/Apple Blossoms.mid,1985.0,mezjuev-apple_blossoms,mezjuev-apple_blossoms__mezjuev.mid,77
2,532,Mezjuev/As It Was In The 'Aught-Six Quake.mid,2006.0,mezjuev-as_it_was_in_the_aughtsix_quake,mezjuev-as_it_was_in_the_aughtsix_quake__la_spina_ex_mezjuev.mid,76
3,992,Mezjuev/Big Man The.mid,1990.0,mezjuev-big_man_the,mezjuev-big_man_the__mezjuev.mid,75
4,1022,Mezjuev/Birch Leaf Rag.mid,1987.0,mezjuev-birch_leaf_rag,mezjuev-birch_leaf_rag__mezjuev.mid,77
5,1247,Mezjuev/Bluebell Rag.mid,1986.0,mezjuev-bluebell_rag,mezjuev-bluebell_rag__mezjuev.mid,75
6,1429,Mezjuev/Brise Argentine.mid,1913.0,mezjuev-brise_argentine,mezjuev-brise_argentine__mezjuev.mid,78
7,1455,Mezjuev/Bronco Billy's Ragtime Ride.mid,,mezjuev-bronco_billys_ragtime_ride,mezjuev-bronco_billys_ragtime_ride__la_spina_ex_mezjuev.mid,73
8,1828,Mezjuev/Capitola Rain.mid,1995.0,mezjuev-capitola_rain,mezjuev-capitola_rain__obriant_ex_mezjuev.mid,64
9,1900,Mezjuev/Carpet Sweeper  The.mid,2005.0,mezjuev-carpet_sweeper__the,mezjuev-carpet_sweeper_the__la_spina_ex_mezjuev.mid,67
10,2004,Mezjuev/Chandelier Rag.mid,1987.0,mezjuev-chandelier_rag,mezjuev-chandelier_rag__mezjuev.mid,77
11,2244,Mezjuev/City Slicker.mid,2005.0,mezjuev-city_slicker,mezjuev-city_slicker__la_spina_ex_mezjuev.mid,62
12,2488,Mezjuev/Construction Rag.mid,1986.0,mezjuev-construction_rag,mezjuev-construction_rag__mezjuev.mid,79
13,2534,Mezjuev/Coon's Birthday.mid,1903.0,mezjuev-coons_birthday,mezjuev-coons_birthday__reichel_ex_mezjuev.mid,65
14,2700,Mezjuev/Cowboy Without Indians Rag  The.mid,1992.0,mezjuev-cowboy_without_indians_rag__the,mezjuev-cowboy_without_indians_rag_the__shockley_ex_mezjuev.mid,75
15,3570,Mezjuev/Dragon-Fly  The.mid,1992.0,mezjuev-dragonfly__the,mezjuev-dragonfly_the__mezjuev.mid,75
16,3853,Mezjuev/Entropy Rag.mid,2009.0,mezjuev-entropy_rag,mezjuev-entropy_rag__mezjuev.mid,75
17,3897,Mezjuev/Euclid Avenue Rag.mid,1994.0,mezjuev-euclid_avenue_rag,mezjuev-euclid_avenue_rag__andris_ex_mezjuev.mid,68
18,4476,Mezjuev/Friendship Rag.mid,2001.0,mezjuev-friendship_rag,mezjuev-friendship_rag__la_spina_ex_mezjuev.mid,64
19,4901,Mezjuev/Golliwog's Cake-Walk.mid,1908.0,mezjuev-golliwogs_cakewalk,mezjuev-golliwogs_cakewalk__mezjuev.mid,80
20,5467,Mezjuev/Hippocampus Two Step.mid,1964.0,mezjuev-hippocampus_two_step,mezjuev-hippocampus_two_step__mezjuev.mid,81
21,6610,Mezjuev/Jack Daniel's Old No. 7  The.mid,1983.0,mezjuev-jack_daniels_old_no._7__the,mezjuev-jack_daniels_old_no._the__mezjuev.mid,80
22,6964,Mezjuev/Justin-Tyme.mid,1922.0,mezjuev-justintyme,mezjuev-justintyme__rowland_ex_mezjuev.mid,60
23,7171,Mezjuev/Kitty.mid,1919.0,mezjuev-kitty,mezjuev-titti__mezjuev.mid,56
24,7771,Mezjuev/Lundberg Mucho Speziale.mid,1996.0,mezjuev-lundberg_mucho_speziale,mezjuev-lundberg_special__mezjuev.mid,71
25,7772,Mezjuev/Lundberg Special.mid,1959.0,mezjuev-lundberg_special,mezjuev-lundberg_special__mezjuev.mid,79
26,7819,Mezjuev/Madame X.mid,1913.0,mezjuev-madame_x,mezjuev-madame_x__mezjuev.mid,71
27,7827,Mezjuev/Madrone  The.mid,2008.0,mezjuev-madrone__the,mezjuev-madame_x__mezjuev.mid,61
28,8162,Mezjuev/Memories Of A Missouri Confederate.mid,1989.0,mezjuev-memories_of_a_missouri_confederate,mezjuev-memories_of_a_missouri_confederate__mezjuev.mid,87
29,8296,Mezjuev/Minor Rag (In F sharp minor).mid,,mezjuev-minor_rag_in_f_sharp_minor,mezjuev-minor_rag_in_f_sharp_minor__janner_ex_mezjuev.mid,75
30,8428,Mezjuev/Mobile Carnival Rag-Tango.mid,1966.0,mezjuev-mobile_carnival_ragtango,mezjuev-mobile_carnival_ragtango__mezjuev.mid,83
31,8542,Mezjuev/More The Merrier Rag  The.mid,1996.0,mezjuev-more_the_merrier_rag__the,mezjuev-more_the_merrier_rag_the__shockley_ex_mezjuev.mid,71
32,8750,Mezjuev/My Little Black Sweetheart.mid,1911.0,mezjuev-my_little_black_sweetheart,mezjuev-my_little_black_sweetheart__reichel_ex_mezjuev.mid,74
33,8911,Mezjuev/Never-Fading Love  The.mid,1990.0,mezjuev-neverfading_love__the,mezjuev-neverfading_love_the__mezjuev.mid,80
34,9015,Mezjuev/Niggerpiccolo.mid,1919.0,mezjuev-niggerpiccolo,mezjuev-niggerpiccolo__reichel_ex_mezjuev.mid,64
35,9119,Mezjuev/North Star.mid,1995.0,mezjuev-north_star,mezjuev-north_star__mezjuev.mid,73
36,9308,Mezjuev/Okra Flowers.mid,2005.0,mezjuev-okra_flowers,mezjuev-okra_flowers__la_spina_ex_mezjuev.mid,62
37,9432,Mezjuev/On The Highwire.mid,1985.0,mezjuev-on_the_highwire,mezjuev-on_the_highwire__mezjuev.mid,78
38,9527,Mezjuev/Orange Blossoms.mid,1983.0,mezjuev-orange_blossoms,mezjuev-orange_blossoms__mezjuev.mid,78
39,9607,Mezjuev/P.L.C. Rag.mid,2008.0,mezjuev-p.l.c._rag,mezjuev-p.l.c._rag__la_spina_ex_mezjuev.mid,59
40,10179,Mezjuev/Pontificator  The.mid,2007.0,mezjuev-pontificator__the,mezjuev-pontificator_the__la_spina_ex_mezjuev.mid,65
41,10779,Mezjuev/Rag's Rag.mid,1996.0,mezjuev-rags_rag,mezjuev-rags_rag__mezjuev.mid,71
42,10724,Mezjuev/Raggin' On Home.mid,1997.0,mezjuev-raggin_on_home,mezjuev-raggin_on_home__obriant_ex_mezjuev.mid,65
43,10813,Mezjuev/Ragtime Angel.mid,,mezjuev-ragtime_angel,mezjuev-ragtime_angel__la_spina_ex_mezjuev.mid,63
44,11073,Mezjuev/Ragweed Rag  The.mid,1995.0,mezjuev-ragweed_rag__the,mezjuev-rags_rag__mezjuev.mid,68
45,11099,Mezjuev/Rained-Out Slow Drag.mid,2005.0,mezjuev-rainedout_slow_drag,mezjuev-rainedout_slow_drag__la_spina_ex_mezjuev.mid,68
46,11130,Mezjuev/Ramunder Rag.mid,1988.0,mezjuev-ramunder_rag,mezjuev-ramunder_rag__mezjuev.mid,75
47,11190,Mezjuev/Razor Sharp!.mid,2005.0,mezjuev-razor_sharp,mezjuev-razor_sharp__la_spina_ex_mezjuev.mid,60
48,11365,Mezjuev/Remembrance Rag.mid,2006.0,mezjuev-remembrance_rag,mezjuev-remembrance_rag__la_spina_ex_mezjuev.mid,65
49,11495,Mezjuev/River Boat Slow Drag  The.mid,1986.0,mezjuev-river_boat_slow_drag__the,mezjuev-river_boat_slow_drag_the__mezjuev.mid,82
50,11574,Mezjuev/Romanza Dramatica.mid,1997.0,mezjuev-romanza_dramatica,mezjuev-romanza_dramatica__mezjuev.mid,79
51,11750,Mezjuev/Sage Leaf.mid,2004.0,mezjuev-sage_leaf,mezjuev-sage_leaf__la_spina_ex_mezjuev.mid,58
52,12071,Mezjuev/Shaw's Gardens Rag  The.mid,1994.0,mezjuev-shaws_gardens_rag__the,mezjuev-shaws_gardens_rag_the__andris_ex_mezjuev.mid,71
53,12198,Mezjuev/Silky Mississippi  The.mid,1999.0,mezjuev-silky_mississippi__the,mezjuev-silky_mississippi_the__andris_ex_mezjuev.mid,71
54,12672,Mezjuev/Spaniard  The.mid,1990.0,mezjuev-spaniard__the,mezjuev-spaniard_the__mezjuev.mid,74
55,12801,Mezjuev/St Louis Zoo Rag  The.mid,1994.0,mezjuev-st_louis_zoo_rag__the,mezjuev-st_louis_zoo_rag_the__andris_ex_mezjuev.mid,70
56,12821,Mezjuev/Star  The.mid,1919.0,mezjuev-star__the,mezjuev-north_star__mezjuev.mid,62
57,12824,Mezjuev/Starlight Rag.mid,1986.0,mezjuev-starlight_rag,mezjuev-starlight_rag__mezjuev.mid,76
58,12924,Mezjuev/Stork Trot.mid,1919.0,mezjuev-stork_trot,mezjuev-stork_trot__reichel_ex_mezjuev.mid,60
59,13173,Mezjuev/Swedish Gnome Rag  The.mid,1996.0,mezjuev-swedish_gnome_rag__the,mezjuev-swedish_gnome_rag_the__shockley_ex_mezjuev.mid,69
60,14101,Mezjuev/Tionde April.mid,1911.0,mezjuev-tionde_april,mezjuev-tionde_april__mezjuev.mid,75
61,14113,Mezjuev/Titti.mid,1915.0,mezjuev-titti,mezjuev-titti__mezjuev.mid,67
62,14239,Mezjuev/Transatlantic.mid,1910.0,mezjuev-transatlantic,mezjuev-transatlantic__mezjuev.mid,76
63,14472,Mezjuev/UFO Rag  The.mid,1995.0,mezjuev-ufo_rag__the,mezjuev-entropy_rag__mezjuev.mid,62
64,14749,Mezjuev/Waiting For The Zenith.mid,1986.0,mezjuev-waiting_for_the_zenith,mezjuev-waiting_for_the_zenith__mezjuev.mid,82
65,14757,"Mezjuev/Walk In The Woods Picking Birch Leaves Rag, A.mid",1996.0,mezjuev-walk_in_the_woods_picking_birch_leaves_rag_a,mezjuev-walk_in_the_woods_picking_birch_leaves_rag_a__shockley_ex_mezjuev.mid,81
66,15159,Mezjuev/Whitewater.mid,1995.0,mezjuev-whitewater,mezjuev-whitewater__mezjuev.mid,73
67,15187,Mezjuev/Whooping Crane.mid,1969.0,mezjuev-whooping_crane,mezjuev-whooping_crane__mezjuev.mid,77
68,15428,Mezjuev/Yearning Rag.mid,1987.0,mezjuev-yearning_rag,mezjuev-yearning_rag__mezjuev.mid,75
69,1163,Edwards/Blood On The Keys.mid,1989.0,edwards-blood_on_the_keys,edwards-blood_on_the_keys__edwards.mid,79
70,1338,Edwards/Boone's Rag Medley No. 2.mid,1909.0,edwards-boones_rag_medley_no._2,edwards-boones_rag_medley_no.___edwards.mid,81
71,5161,Edwards/Hanon Rag.mid,1985.0,edwards-hanon_rag,edwards-hanon_rag__edwards.mid,72
72,9948,Edwards/Piano Tuner's Nightmare  The.mid,1911.0,edwards-piano_tuners_nightmare__the,edwards-piano_tuners_nightmare_the__edwards.mid,83
73,12418,Edwards/Smoky Topaz  The.mid,1901.0,edwards-smoky_topaz__the,edwards-smoky_topaz_the__edwards.mid,77
74,1010,Reublin/Billy Boy.mid,1917.0,reublin-billy_boy,reublin-billy_boy__reublin.mid,72
75,1087,Reublin/Black Eyed Blues.mid,1922.0,reublin-black_eyed_blues,reublin-black_eyed_blues__reublin.mid,79
76,1621,Reublin/Buzzin' The Bee.mid,1916.0,reublin-buzzin_the_bee,reublin-buzzin_the_bee__reublin.mid,77
77,1918,Reublin/Castle Innovation Tango.mid,1914.0,reublin-castle_innovation_tango,reublin-castle_innovation_tango__reublin.mid,83
78,2826,Reublin/Cubanola Glide  The.mid,1909.0,reublin-cubanola_glide__the,reublin-cubanola_glide_the__reublin.mid,79
79,3367,Reublin/Dizzy Fingers.mid,1923.0,reublin-dizzy_fingers,reublin-dizzy_fingers__reublin.mid,76
80,4234,Reublin/Flapper Walk  The.mid,1922.0,reublin-flapper_walk__the,reublin-flapper_walk_the__reublin.mid,77
81,5564,Reublin/Honey Lu.mid,1922.0,reublin-honey_lu,reublin-honey_lu__reublin.mid,71
82,7207,Reublin/Koo-Kee-Koo.mid,1922.0,reublin-kookeekoo,reublin-kookeekoo__reublin.mid,72
83,9332,Reublin/Old Grey Mare  The.mid,1915.0,reublin-old_grey_mare__the,reublin-old_grey_mare_the__reublin.mid,78
84,9537,Reublin/Oriental Eyes.mid,1922.0,reublin-oriental_eyes,reublin-oriental_eyes__reublin.mid,76
85,10402,Reublin/Put Me To Sleep With An Old Fashioned Melody.mid,1915.0,reublin-put_me_to_sleep_with_an_old_fashioned_melody,reublin-put_me_to_sleep_with_an_old_fashioned_melody__reublin.mid,89
86,11582,Reublin/Roosevelt March.mid,1910.0,reublin-roosevelt_march,reublin-roosevelt_march__reublin.mid,78
87,11599,Reublin/Rose Room .mid,1917.0,reublin-rose_room_,reublin-rose_room_song__reublin.mid,68
88,12978,Reublin/Stumbling.mid,1922.0,reublin-stumbling,reublin-stumbling__reublin.mid,72
89,13987,Reublin/Those Flippity Floppety Flappers.mid,1922.0,reublin-those_flippity_floppety_flappers,reublin-those_flippity_floppety_flappers__reublin.mid,86
90,4249,"Decker, Kermit, Laura, Morgan, MSN, Midibiz & bTd/Flim Flam Man.mid",2005.0,decker_kermit_laura_morgan_msn_midibiz__btd-flim_flam_man,misc_sequencers_mr-maple_leaf_rag__stratton_ex_midibiz.mid,45
91,10885,"Decker, Kermit, Laura, Morgan, MSN, Midibiz & bTd/Ragtime For Bedtime.mid",1999.0,decker_kermit_laura_morgan_msn_midibiz__btd-ragtime_for_bedtime,cookie_jar_melody_lane__crider-ragtime_violin__melody_lane.mid,46
92,11829,"Decker, Kermit, Laura, Morgan, MSN, Midibiz & bTd/Sandy's Rag.mid",2002.0,decker_kermit_laura_morgan_msn_midibiz__btd-sandys_rag,misc_sequencers_mr-maple_leaf_rag__stratton_ex_midibiz.mid,46
93,397,Misc Sequencers M-R/Angel Rag.mid,2000.0,misc_sequencers_mr-angel_rag,misc_sequencers_mr-angel_rag__powell.mid,82
94,1023,Misc Sequencers M-R/Bird-Bath Rag.mid,2004.0,misc_sequencers_mr-birdbath_rag,misc_sequencers_mr-birdbath_rag__odell.mid,85
95,1162,Misc Sequencers M-R/Blood.mid,2000.0,misc_sequencers_mr-blood,misc_sequencers_mr-leola__powell.mid,77
96,1947,Misc Sequencers M-R/Cat's Cradle.mid,2001.0,misc_sequencers_mr-cats_cradle,misc_sequencers_mr-cats_cradle__muromachi.mid,80
97,2279,Misc Sequencers M-R/Cleopatra's Asp.mid,2001.0,misc_sequencers_mr-cleopatras_asp,misc_sequencers_mr-cleopatras_asp__mcclellan.mid,81
98,2678,Misc Sequencers M-R/Counterfeit Rag.mid,2000.0,misc_sequencers_mr-counterfeit_rag,misc_sequencers_mr-counterfeit_rag__palmer_ex_laura.mid,76
99,2759,Misc Sequencers M-R/Creek Street.mid,1997.0,misc_sequencers_mr-creek_street,misc_sequencers_mr-creek_street__mcclellan.mid,81
100,3205,Misc Sequencers M-R/Devil's Hayride.mid,2000.0,misc_sequencers_mr-devils_hayride,misc_sequencers_mr-devils_hayride__mcclellan.mid,81
101,3808,Misc Sequencers M-R/Elizabethan Rag.mid,1998.0,misc_sequencers_mr-elizabethan_rag,misc_sequencers_mr-bethena__ralph.mid,76
102,4143,Misc Sequencers M-R/FIFI.mid,1998.0,misc_sequencers_mr-fifi,misc_sequencers_mr-fifi__mcclellan.mid,75
103,4568,Misc Sequencers M-R/Funny Papers Rag.mid,2004.0,misc_sequencers_mr-funny_papers_rag,misc_sequencers_mr-funny_papers_rag__newstead_ex_knudsen.mid,74
104,4991,Misc Sequencers M-R/Grace & Propriety.mid,1996.0,misc_sequencers_mr-grace__propriety,misc_sequencers_mr-grace__propriety__mcclellan.mid,82
105,7100,Misc Sequencers M-R/Khartoum.mid,1996.0,misc_sequencers_mr-khartoum,misc_sequencers_mr-khartoum__mcclellan.mid,78
106,9095,Misc Sequencers M-R/Nogalese Sunset.mid,,misc_sequencers_mr-nogalese_sunset,misc_sequencers_mr-nogalese_sunset__newstead.mid,83
107,10380,Misc Sequencers M-R/Puppy Dog Rag.mid,2004.0,misc_sequencers_mr-puppy_dog_rag,misc_sequencers_mr-puppy_dog_rag__odell.mid,85
108,10542,"Misc Sequencers M-R/Rag For Rosinante, A.mid",2002.0,misc_sequencers_mr-rag_for_rosinante_a,misc_sequencers_mr-rag_for_rosinante_a__mcclellan.mid,84
109,10934,Misc Sequencers M-R/Ragtime Man Rag.mid,2003.0,misc_sequencers_mr-ragtime_man_rag,misc_sequencers_mr-ragtime_man_rag__muromachi.mid,82
110,11908,Misc Sequencers M-R/Scarecrow Rag.mid,1911.0,misc_sequencers_mr-scarecrow_rag,misc_sequencers_mr-scarecrow_rag__muromachi.mid,81
111,12357,Misc Sequencers M-R/Slippery Fingers.mid,1927.0,misc_sequencers_mr-slippery_fingers,misc_sequencers_mr-slippery_fingers__perry.mid,86
112,12552,Misc Sequencers M-R/Somnambulation Rag.mid,2001.0,misc_sequencers_mr-somnambulation_rag,misc_sequencers_mr-somnambulation_rag__mcclellan.mid,83
113,12952,Misc Sequencers M-R/Stride With Me.mid,2001.0,misc_sequencers_mr-stride_with_me,misc_sequencers_mr-stride_man_the__muromachi.mid,74
114,13566,Misc Sequencers M-R/TGIF Rag.mid,1994.0,misc_sequencers_mr-tgif_rag,misc_sequencers_mr-tgif_rag__mcclellan.mid,78
115,14084,Misc Sequencers M-R/Tin Lizzy.mid,1993.0,misc_sequencers_mr-tin_lizzy,misc_sequencers_mr-tin_lizzy__mcclellan.mid,79
116,15432,Misc Sequencers M-R/Yellow Dog Rag  The .mid,1914.0,misc_sequencers_mr-yellow_dog_rag__the_,misc_sequencers_mr-puppy_dog_rag__odell.mid,76
117,115,MacDonald/African Pas'.mid,1902.0,macdonald-african_pas,macdonald-african_pas__macdonald.mid,74
118,158,MacDonald/Aint I Lucky?.mid,1905.0,macdonald-aint_i_lucky,macdonald-aint_i_lucky__macdonald.mid,75
119,344,MacDonald/Amazon Rag  The.mid,1904.0,macdonald-amazon_rag__the,macdonald-amazon_rag_the__macdonald.mid,75
120,421,MacDonald/Anoma.mid,1910.0,macdonald-anoma,macdonald-anoma__macdonald.mid,67
121,516,MacDonald/Armadillo.mid,1911.0,macdonald-armadillo,macdonald-armadillo__macdonald.mid,72
122,536,MacDonald/Ashy Africa.mid,1902.0,macdonald-ashy_africa,macdonald-ashy_africa__macdonald.mid,74
123,602,MacDonald/Atlanta Rag.mid,1922.0,macdonald-atlanta_rag,macdonald-atlanta_rag__macdonald.mid,74
124,795,MacDonald/Bantam Step.mid,1916.0,macdonald-bantam_step,macdonald-bantam_step__macdonald.mid,74
125,803,MacDonald/Barbed Wire Rag.mid,1910.0,macdonald-barbed_wire_rag,macdonald-barbed_wire_rag__macdonald.mid,77
126,926,MacDonald/Belle Of The Creoles.mid,1899.0,macdonald-belle_of_the_creoles,macdonald-belle_of_the_creoles__macdonald.mid,80
127,986,MacDonald/Big Foot Lou.mid,1899.0,macdonald-big_foot_lou,macdonald-big_foot_lou__macdonald.mid,75
128,1058,"MacDonald/Black Bawl, A.mid",1905.0,macdonald-black_bawl_a,macdonald-black_bawl_a__macdonald.mid,75
129,1114,"MacDonald/Black Smoke, A.mid",1902.0,macdonald-black_smoke_a,macdonald-black_smoke_a__macdonald.mid,75
130,1190,MacDonald/Blue Goose.mid,,macdonald-blue_goose,macdonald-blue_goose__macdonald.mid,73
131,1287,MacDonald/Bohemia.mid,1919.0,macdonald-bohemia,macdonald-bohemia__macdonald.mid,69
132,1301,MacDonald/Bolo Rag  The.mid,1907.0,macdonald-bolo_rag__the,macdonald-bolo_rag_the__macdonald.mid,73
133,1364,MacDonald/Bowery Buck.mid,1899.0,macdonald-bowery_buck,macdonald-bowery_buck__macdonald.mid,74
134,1401,"MacDonald/Breeze From Alabama, A.mid",1902.0,macdonald-breeze_from_alabama_a,macdonald-breeze_from_alabama_a__macdonald.mid,81
135,1452,MacDonald/Broncho Billy.mid,1914.0,macdonald-broncho_billy,macdonald-broncho_billy__macdonald.mid,75
136,1520,MacDonald/Buffalo Rag  The.mid,1904.0,macdonald-buffalo_rag__the,macdonald-buffalo_rag_the__macdonald.mid,76
137,1537,MacDonald/Bugs Rag.mid,1913.0,macdonald-bugs_rag,macdonald-bugs_rag__macdonald.mid,71
138,1561,MacDonald/Bunch O' Blackberries.mid,1899.0,macdonald-bunch_o_blackberries,macdonald-bunch_o_blackberries__macdonald.mid,80
139,1747,MacDonald/Calla Lilly.mid,1907.0,macdonald-calla_lilly,macdonald-calla_lilly__macdonald.mid,74
140,1765,MacDonald/Campin' On De Ole Suwanee .mid,1899.0,macdonald-campin_on_de_ole_suwanee_,macdonald-campin_on_de_ole_suwanee_song__macdonald.mid,79
141,1781,MacDonald/Canadian Capers.mid,1905.0,macdonald-canadian_capers,macdonald-canadian_capers__macdonald.mid,77
142,1803,MacDonald/Candy  The.mid,1909.0,macdonald-candy__the,macdonald-candy_the__macdonald.mid,70
143,1811,MacDonald/Cannon Ball  The.mid,1905.0,macdonald-cannon_ball__the,macdonald-cannon_ball_the__macdonald.mid,76
144,1917,MacDonald/Castle House Rag.mid,1914.0,macdonald-castle_house_rag,macdonald-castle_house_rag__macdonald.mid,78
145,2078,MacDonald/Chestnuts.mid,1906.0,macdonald-chestnuts,macdonald-chestnuts__macdonald.mid,72
146,2137,MacDonald/Chills And Fever.mid,1912.0,macdonald-chills_and_fever,macdonald-chills_and_fever__macdonald.mid,78
147,2271,MacDonald/Cleanin' Up In Georgia.mid,1899.0,macdonald-cleanin_up_in_georgia,macdonald-cleanin_up_in_georgia__macdonald.mid,81
148,2289,MacDonald/Climbers  The.mid,1911.0,macdonald-climbers__the,macdonald-climbers_the__macdonald.mid,73
149,2369,MacDonald/Colonial Glide.mid,1910.0,macdonald-colonial_glide,macdonald-colonial_glide__macdonald.mid,76
150,2517,MacDonald/Coon Hollow Capers.mid,1899.0,macdonald-coon_hollow_capers,macdonald-coon_hollow_capers__macdonald.mid,79
151,2637,MacDonald/Cotton Bolls.mid,1901.0,macdonald-cotton_bolls,macdonald-cotton_bolls__macdonald.mid,75
152,2665,MacDonald/Cotton Time.mid,1910.0,macdonald-cotton_time,macdonald-cotton_time__macdonald.mid,74
153,2766,MacDonald/Creole Belles.mid,1900.0,macdonald-creole_belles,cowles-creole_belles__cowles.mid,62
154,2782,MacDonald/Crimson Rambler.mid,1911.0,macdonald-crimson_rambler,macdonald-crimson_rambler__macdonald.mid,77
155,2842,MacDonald/Cum Bac.mid,1911.0,macdonald-cum_bac,macdonald-cum_bac__macdonald.mid,69
156,2866,"MacDonald/Cyclone In Darktown, A.mid",1910.0,macdonald-cyclone_in_darktown_a,macdonald-cyclone_in_darktown_a__macdonald.mid,81
157,2907,MacDonald/Dakota Rag.mid,1899.0,macdonald-dakota_rag,macdonald-dakota_rag__macdonald.mid,73
158,3258,MacDonald/Dingle Pop Hop.mid,1911.0,macdonald-dingle_pop_hop,macdonald-dingle_pop_hop__macdonald.mid,76
159,3261,"MacDonald/Dingy Slowdown, A.mid",1900.0,macdonald-dingy_slowdown_a,macdonald-dingy_slowdown_a__macdonald.mid,78
160,3328,MacDonald/Dixie Girl.mid,1903.0,macdonald-dixie_girl,macdonald-dixie_girl__macdonald.mid,73
161,3378,MacDonald/Doc. Brown's Cake Walk.mid,1899.0,macdonald-doc._browns_cake_walk,macdonald-doc._browns_cake_walk__macdonald.mid,81
162,3482,MacDonald/Dope.mid,1909.0,macdonald-dope,macdonald-dope__macdonald.mid,65
163,3522,MacDonald/Down Home Rag.mid,1911.0,macdonald-down_home_rag,macdonald-down_home_rag__macdonald.mid,75
164,3656,MacDonald/Dusty.mid,1908.0,macdonald-dusty,macdonald-dusty__macdonald.mid,67
165,3707,MacDonald/Eatin' Time.mid,1913.0,macdonald-eatin_time,macdonald-eatin_time__macdonald.mid,73
166,3884,MacDonald/Ethiopia Rag.mid,1909.0,macdonald-ethiopia_rag,macdonald-ethiopia_rag__macdonald.mid,75
167,4078,MacDonald/Fascinator  The.mid,1903.0,macdonald-fascinator__the,macdonald-fascinator_the__macdonald.mid,75
168,4224,MacDonald/Fizz Water.mid,1914.0,macdonald-fizz_water,macdonald-fizz_water__macdonald.mid,73
169,4305,MacDonald/Flying Arrow.mid,1906.0,macdonald-flying_arrow,macdonald-flying_arrow__macdonald.mid,75
170,4468,MacDonald/Fried Chicken Rag.mid,1912.0,macdonald-fried_chicken_rag,macdonald-fried_chicken_rag__macdonald.mid,78
171,4539,MacDonald/Frozen Bill.mid,1909.0,macdonald-frozen_bill,macdonald-frozen_bill__macdonald.mid,74
172,4566,MacDonald/Funny Folks.mid,1904.0,macdonald-funny_folks,macdonald-funny_folks__macdonald.mid,74
173,4640,MacDonald/Gasoline Rag.mid,1906.0,macdonald-gasoline_rag,macdonald-gasoline_rag__macdonald.mid,75
174,4800,MacDonald/Glad Cat Rag.mid,1905.0,macdonald-glad_cat_rag,macdonald-glad_cat_rag__macdonald.mid,75
175,4849,MacDonald/Gobbler's Gambol.mid,1913.0,macdonald-gobblers_gambol,macdonald-gobblers_gambol__macdonald.mid,77
176,4882,MacDonald/Golden Deer.mid,1911.0,macdonald-golden_deer,macdonald-golden_deer__macdonald.mid,74
177,4894,MacDonald/Golden Spider.mid,1910.0,macdonald-golden_spider,macdonald-golden_spider__macdonald.mid,75
178,4961,MacDonald/Good-bye Old Gal Good-bye.mid,1906.0,macdonald-goodbye_old_gal_goodbye,macdonald-goodbye_old_gal_goodbye__macdonald.mid,81
179,5088,MacDonald/Gum Shoe.mid,1917.0,macdonald-gum_shoe,macdonald-gum_shoe__macdonald.mid,71
180,5120,MacDonald/Halley's Comet.mid,1910.0,macdonald-halleys_comet,macdonald-halleys_comet__macdonald.mid,75
181,5192,MacDonald/Happy Heinie.mid,1905.0,macdonald-happy_heinie,macdonald-happy_heinie__macdonald.mid,75
182,5520,MacDonald/Holy Moses.mid,1906.0,macdonald-holy_moses,macdonald-holy_moses__macdonald.mid,73
183,5570,MacDonald/Honey Rag.mid,1909.0,macdonald-honey_rag,macdonald-honey_rag__macdonald.mid,72
184,5665,MacDonald/Hot Chocolate.mid,1908.0,macdonald-hot_chocolate,macdonald-hot_chocolate__macdonald.mid,75
185,6088,MacDonald/Ida-Ho!.mid,1906.0,macdonald-idaho,macdonald-idaho__macdonald.mid,67
186,6289,MacDonald/Impecunious Davis.mid,1899.0,macdonald-impecunious_davis,macdonald-impecunious_davis__macdonald.mid,78
187,6367,MacDonald/In Tokio.mid,1904.0,macdonald-in_tokio,macdonald-in_tokio__macdonald.mid,71
188,6607,MacDonald/J.J.J. Rag.mid,1905.0,macdonald-j.j.j._rag,macdonald-j.j.j._rag__macdonald.mid,73
189,6642,MacDonald/Jamaica Jinjer.mid,1912.0,macdonald-jamaica_jinjer,macdonald-jamaica_jinjer__macdonald.mid,76
190,6926,MacDonald/Just Ask Me.mid,1902.0,macdonald-just_ask_me,macdonald-just_ask_me__macdonald.mid,74
191,6971,MacDonald/Kalamity Kid.mid,1909.0,macdonald-kalamity_kid,macdonald-kalamity_kid__macdonald.mid,75
192,7441,MacDonald/Levee Revels.mid,1898.0,macdonald-levee_revels,macdonald-levee_revels__macdonald.mid,75
193,7569,MacDonald/Live Wires Rag.mid,1909.0,macdonald-live_wires_rag,macdonald-live_wires_rag__macdonald.mid,76
194,7862,MacDonald/Majestic Rag.mid,1914.0,macdonald-majestic_rag,macdonald-majestic_rag__macdonald.mid,75
195,8052,MacDonald/Mashed Potatoes.mid,1911.0,macdonald-mashed_potatoes,macdonald-mashed_potatoes__macdonald.mid,77
196,8117,MacDonald/Medic Rag.mid,1910.0,macdonald-medic_rag,macdonald-medic_rag__macdonald.mid,72
197,8169,MacDonald/Memphis Blues  The.mid,1912.0,macdonald-memphis_blues__the,macdonald-memphis_blues_the__macdonald.mid,77
