,id,midi_unformatted,year,midi_query,midi,match_score
1310,5576,Pitt-Payne/Honeyland.mid,1909.0,pittpayne-honeyland,pittpayne-honey_sal__pittpayne.mid,72
1311,5588,Pitt-Payne/Honeysuckle And The Bee  The.mid,1901.0,pittpayne-honeysuckle_and_the_bee__the,pittpayne-honeysuckle_and_the_bee_the__pittpayne.mid,82
1312,5591,Pitt-Payne/Honka-Tonk Rag.mid,1910.0,pittpayne-honkatonk_rag,pittpayne-honkatonk_rag__pittpayne.mid,75
1313,5604,Pitt-Payne/Honolula Rag  The.mid,1910.0,pittpayne-honolula_rag__the,pittpayne-honolula_rag_the__pittpayne.mid,76
1314,5606,Pitt-Payne/Honolulu Blues.mid,1923.0,pittpayne-honolulu_blues,pittpayne-honolulu_blues__pittpayne.mid,76
1315,5614,"Pitt-Payne/Honolulu, America Loves You.mid",1916.0,pittpayne-honolulu_america_loves_you,pittpayne-honolulu_america_loves_you__pitt_payne.mid,82
1316,5616,Pitt-Payne/Hoochy-Coochy Rag  The.mid,1914.0,pittpayne-hoochycoochy_rag__the,pittpayne-hoochycoochy_rag_the__pittpayne.mid,79
1317,5625,Pitt-Payne/Hoop-e-Kack.mid,1909.0,pittpayne-hoopekack,pittpayne-hoopekack__pittpayne.mid,72
1318,5636,Pitt-Payne/Hop Lee.mid,1901.0,pittpayne-hop_lee,pittpayne-hop_lee__pittpayne.mid,69
1319,5649,Pitt-Payne/Horse Laugh  The.mid,1909.0,pittpayne-horse_laugh__the,pittpayne-horse_laugh_the__pittpayne.mid,76
1320,5650,Pitt-Payne/Horse Show  The.mid,1899.0,pittpayne-horse_show__the,pittpayne-horse_show_the__pittpayne.mid,75
1321,5652,Pitt-Payne/Horseshoe Rag.mid,1911.0,pittpayne-horseshoe_rag,pittpayne-horseshoe_rag__pittpayne.mid,75
1322,5655,Pitt-Payne/Hot Air.mid,1900.0,pittpayne-hot_air,pittpayne-hot_air__pittpayne.mid,69
1323,5658,Pitt-Payne/Hot Ashes.mid,1909.0,pittpayne-hot_ashes,pittpayne-hot_ashes__pittpayne.mid,72
1324,5659,Pitt-Payne/Hot Ball.mid,1902.0,pittpayne-hot_ball,pittpayne-hot_ball__pittpayne.mid,71
1325,5662,Pitt-Payne/Hot Cabbage.mid,1908.0,pittpayne-hot_cabbage,pittpayne-hot_cabbage__pittpayne.mid,74
1326,5678,Pitt-Payne/Hot Hands.mid,1916.0,pittpayne-hot_hands,pittpayne-hot_hands__pittpayne.mid,72
1327,5688,Pitt-Payne/Hot Off The Griddle.mid,1915.0,pittpayne-hot_off_the_griddle,pittpayne-hot_off_the_griddle__pittpayne.mid,79
1328,5690,"Pitt-Payne/Hot Old Time In Ragtown, A.mid",1899.0,pittpayne-hot_old_time_in_ragtown_a,pittpayne-hot_old_time_in_ragtown_a__pittpayne.mid,82
1329,5699,Pitt-Payne/Hot Scotch Rag.mid,1911.0,pittpayne-hot_scotch_rag,pittpayne-hot_scotch_rag__pittpayne.mid,76
1330,5706,Pitt-Payne/Hot Tamale Man The .mid,1909.0,pittpayne-hot_tamale_man_the_,pittpayne-hot_tamale_man_the_song__pittpayne.mid,75
1331,5723,Pitt-Payne/Hot-House Rag.mid,1914.0,pittpayne-hothouse_rag,pittpayne-hothouse_rag__pittpayne.mid,75
1332,5756,Pitt-Payne/How 'Ya Gonna Keep 'Em Down On The Farm.mid,1919.0,pittpayne-how_ya_gonna_keep_em_down_on_the_farm,pittpayne-how_ya_gonna_keep_em_down_on_the_farm__pittpayne.mid,86
1333,5741,Pitt-Payne/How Are You Going To Wet Your Whistle.mid,1919.0,pittpayne-how_are_you_going_to_wet_your_whistle,pittpayne-how_are_you_going_to_wet_your_whistle__pittpayne.mid,86
1334,5742,Pitt-Payne/How Can Any Girlie Be A Good Little Girl?.mid,1917.0,pittpayne-how_can_any_girlie_be_a_good_little_girl,pittpayne-how_can_any_girlie_be_a_good_little_girl__pittpayne.mid,87
1335,5748,Pitt-Payne/How Do You Do Miss Rag-Time? .mid,1912.0,pittpayne-how_do_you_do_miss_ragtime_,pittpayne-how_do_you_do_miss_ragtime_song__pittpayne.mid,80
1336,5761,Pitt-Payne/How's Every Little Thing In Dixie.mid,1916.0,pittpayne-hows_every_little_thing_in_dixie,pittpayne-hows_every_little_thing_in_dixie__pittpayne.mid,85
1337,5776,Pitt-Payne/Hu-La Hu-La.mid,1899.0,pittpayne-hula_hula,pittpayne-hula_hula__pittpayne.mid,72
1338,5775,Pitt-Payne/Hula Blues.mid,1920.0,pittpayne-hula_blues,pittpayne-hula_blues__pittpayne.mid,73
1339,5785,Pitt-Payne/Humming.mid,1920.0,pittpayne-humming,pittpayne-humming__pittpayne.mid,69
1340,5798,Pitt-Payne/Hungarian Rag.mid,1913.0,pittpayne-hungarian_rag,pittpayne-hungarian_rag__pittpayne.mid,75
1341,5800,Pitt-Payne/Hunky-Dory.mid,,pittpayne-hunkydory,pittpayne-hunkydory__pittpayne.mid,72
1342,5803,Pitt-Payne/Hunters  The.mid,1914.0,pittpayne-hunters__the,pittpayne-hunters_the__pittpayne.mid,72
1343,5813,Pitt-Payne/Hurry A Little.mid,1904.0,pittpayne-hurry_a_little,pittpayne-hurry_a_little__pittpayne.mid,76
1344,5814,Pitt-Payne/Hurry Back To My Bamboo Shack.mid,1916.0,pittpayne-hurry_back_to_my_bamboo_shack,pittpayne-hurry_back_to_my_bamboo_shack__pittpayne.mid,84
1345,5822,Pitt-Payne/Huskin' Time.mid,1914.0,pittpayne-huskin_time,pittpayne-huskin_time__pittpayne.mid,74
1346,5825,Pitt-Payne/Hustling Rag.mid,1914.0,pittpayne-hustling_rag,pittpayne-hustling_rag__pittpayne.mid,75
1347,5841,Pitt-Payne/I Ain't A-Goin' To Weep No More.mid,1900.0,pittpayne-i_aint_agoin_to_weep_no_more,pittpayne-i_aint_agoin_to_weep_no_more__pittpayne.mid,84
1348,5847,Pitt-Payne/I Ain't Gonna Give Nobody None O' This Jellyroll.mid,1919.0,pittpayne-i_aint_gonna_give_nobody_none_o_this_jellyroll,pittpayne-i_aint_gonna_give_nobody_none_o_this_jellyroll__pittpayne.mid,88
1349,5852,Pitt-Payne/I Ain't Got Nobody.mid,1911.0,pittpayne-i_aint_got_nobody,pittpayne-i_aint_got_nobody__pittpayne.mid,78
1350,5856,Pitt-Payne/I Ain't Got Weary Yet!.mid,1918.0,pittpayne-i_aint_got_weary_yet,pittpayne-i_aint_got_weary_yet__pittpayne.mid,80
1351,5863,Pitt-Payne/I Believe In Miracles.mid,1934.0,pittpayne-i_believe_in_miracles,pittpayne-i_believe_in_miracles__pittpayne.mid,81
1352,5864,Pitt-Payne/I Belong To The Government Now.mid,1903.0,pittpayne-i_belong_to_the_government_now,pittpayne-i_belong_to_the_government_now__pittpayne.mid,84
1353,5867,Pitt-Payne/I Can Beat You Doing What You're Doing Me.mid,1915.0,pittpayne-i_can_beat_you_doing_what_youre_doing_me,pittpayne-i_can_beat_you_doing_what_youre_doing_me__pittpayne.mid,87
1354,5876,Pitt-Payne/I Can't Stop Loving You Now.mid,1914.0,pittpayne-i_cant_stop_loving_you_now,pittpayne-i_cant_stop_loving_you_now__pittpayne.mid,83
1355,5884,Pitt-Payne/I Cried For You.mid,1923.0,pittpayne-i_cried_for_you,pittpayne-i_cried_for_you__pittpayne.mid,77
1356,5886,Pitt-Payne/I Didn't Go Home At All.mid,1909.0,pittpayne-i_didnt_go_home_at_all,pittpayne-i_didnt_go_home_at_all__pittpayne.mid,81
1357,5900,Pitt-Payne/I Don't Play No Favorites.mid,1898.0,pittpayne-i_dont_play_no_favorites,pittpayne-i_dont_play_no_favorites__pittpayne.mid,82
1358,5908,Pitt-Payne/I Don't Want To Get Well.mid,1917.0,pittpayne-i_dont_want_to_get_well,pittpayne-i_dont_want_to_get_well__pittpayne.mid,81
1359,5923,Pitt-Payne/I Guess I'll Have To Telegraph My Baby.mid,1899.0,pittpayne-i_guess_ill_have_to_telegraph_my_baby,pittpayne-i_guess_ill_have_to_telegraph_my_baby__pittpayne.mid,86
1360,5926,"Pitt-Payne/I Had A Gal, I Had A Pal.mid",1914.0,pittpayne-i_had_a_gal_i_had_a_pal,pittpayne-i_had_a_gal_i_had_a_pal__pittpayne.mid,81
1361,5939,Pitt-Payne/I Kind'er Likes To Have You Fussin' 'Round.mid,1906.0,pittpayne-i_kinder_likes_to_have_you_fussin_round,pittpayne-i_kinder_likes_to_have_you_fussin_round__pittpayne.mid,87
1362,5940,Pitt-Payne/I Know A Band.mid,1919.0,pittpayne-i_know_a_band,pittpayne-i_know_a_band__pittpayne.mid,75
1363,5943,Pitt-Payne/I Leave For Dixie Today.mid,1918.0,pittpayne-i_leave_for_dixie_today,pittpayne-i_leave_for_dixie_today__pittpayne.mid,81
1364,5950,Pitt-Payne/I Live Up North But I've Still Got The South In Me.mid,1918.0,pittpayne-i_live_up_north_but_ive_still_got_the_south_in_me,pittpayne-i_live_up_north_but_ive_still_got_the_south_in_me__pittpayne.mid,89
1365,5952,Pitt-Payne/I Lost My Heart In Dixieland.mid,1919.0,pittpayne-i_lost_my_heart_in_dixieland,pittpayne-i_lost_my_heart_in_dixieland__pittpayne.mid,84
1366,5953,Pitt-Payne/I Love A Piano.mid,1915.0,pittpayne-i_love_a_piano,pittpayne-i_love_a_piano__pittpayne.mid,76
1367,5957,Pitt-Payne/I Love It .mid,1910.0,pittpayne-i_love_it_,pittpayne-i_love_it_song__pittpayne.mid,68
1368,5964,Pitt-Payne/I Love The Ladies.mid,1914.0,pittpayne-i_love_the_ladies,pittpayne-i_love_the_ladies__pittpayne.mid,78
1369,5967,Pitt-Payne/I Love To Have The Boys Around Me.mid,1914.0,pittpayne-i_love_to_have_the_boys_around_me,pittpayne-i_love_to_have_the_boys_around_me__pittpayne.mid,85
1370,5968,Pitt-Payne/I Love To Quarrel With You.mid,1914.0,pittpayne-i_love_to_quarrel_with_you,pittpayne-i_love_to_quarrel_with_you__pittpayne.mid,83
1371,6001,Pitt-Payne/I Want A Doll.mid,1918.0,pittpayne-i_want_a_doll,pittpayne-i_want_a_doll__pittpayne.mid,75
1372,6008,Pitt-Payne/I Want A Ragtime Bungalow.mid,1913.0,pittpayne-i_want_a_ragtime_bungalow,pittpayne-i_want_a_ragtime_bungalow__pittpayne.mid,82
1373,6020,Pitt-Payne/I Want To Be In Dixie.mid,1912.0,pittpayne-i_want_to_be_in_dixie,pittpayne-i_want_to_be_in_dixie__pittpayne.mid,81
1374,6026,Pitt-Payne/I Want To Go Back To Michigan.mid,1914.0,pittpayne-i_want_to_go_back_to_michigan,pittpayne-i_want_to_go_back_to_michigan__pittpayne.mid,84
1375,6029,Pitt-Payne/I Want To Learn To Dance.mid,1918.0,pittpayne-i_want_to_learn_to_dance,pittpayne-i_want_to_learn_to_dance__pittpayne.mid,82
1376,6028,Pitt-Payne/I Want To Learn To Jazz Dance.mid,1918.0,pittpayne-i_want_to_learn_to_jazz_dance,pittpayne-i_want_to_learn_to_jazz_dance__pittpayne.mid,84
1377,6030,Pitt-Payne/I Want To Linger.mid,1914.0,pittpayne-i_want_to_linger,pittpayne-i_want_to_linger__pittpayne.mid,78
1378,6033,Pitt-Payne/I Want To See Old Dixieland Once More.mid,1921.0,pittpayne-i_want_to_see_old_dixieland_once_more,pittpayne-i_want_to_see_old_dixieland_once_more__pittpayne.mid,86
1379,6040,Pitt-Payne/I Wants To Pick A Bone With You.mid,1904.0,pittpayne-i_wants_to_pick_a_bone_with_you,pittpayne-i_wants_to_pick_a_bone_with_you__pittpayne.mid,85
1380,6048,Pitt-Payne/I Wish I Were Twins.mid,1934.0,pittpayne-i_wish_i_were_twins,pittpayne-i_wish_i_were_twins__pittpayne.mid,79
1381,6049,"Pitt-Payne/I Wish That You Was My Gal, Molly.mid",1909.0,pittpayne-i_wish_that_you_was_my_gal_molly,pittpayne-i_wish_that_you_was_my_gal_molly__pittpayne.mid,85
1382,6053,Pitt-Payne/I Wonder Where My Easy Rider's Gone ?.mid,1913.0,pittpayne-i_wonder_where_my_easy_riders_gone_,pittpayne-i_wonder_where_my_easy_riders_gone__pittpayne.mid,87
1383,6054,Pitt-Payne/I Wonder Where My Lovin' Man Has Gone.mid,1914.0,pittpayne-i_wonder_where_my_lovin_man_has_gone,pittpayne-i_wonder_where_my_lovin_man_has_gone__pittpayne.mid,86
1384,6058,Pitt-Payne/I Wonder Why Bill Bailey Don't Come Home.mid,1902.0,pittpayne-i_wonder_why_bill_bailey_dont_come_home,pittpayne-i_wonder_why_bill_bailey_dont_come_home__pittpayne.mid,87
1385,6086,Pitt-Payne/I'd Rather Have Nothin' All Of The Time Than Somethin' For A Little While.mid,1908.0,pittpayne-id_rather_have_nothin_all_of_the_time_than_somethin_for_a_little_while,pittpayne-id_rather_have_nothin_all_of_the_time_than_somethin_for_a_little_while__pittpayne.mid,91
1386,6158,Pitt-Payne/I'll Be Back In Me Low Back Car.mid,1915.0,pittpayne-ill_be_back_in_me_low_back_car,pittpayne-ill_be_back_in_me_low_back_car__pittpayne.mid,84
1387,6164,Pitt-Payne/I'll Dance My Way Right Back To Dixieland.mid,1919.0,pittpayne-ill_dance_my_way_right_back_to_dixieland,pittpayne-ill_dance_my_way_right_back_to_dixieland__pittpayne.mid,87
1388,6166,Pitt-Payne/I'll Do It All Over Again.mid,1914.0,pittpayne-ill_do_it_all_over_again,pittpayne-ill_do_it_all_over_again__pittpayne.mid,82
1389,6169,Pitt-Payne/I'll Keep A Warm Spot In My Heart For You.mid,1906.0,pittpayne-ill_keep_a_warm_spot_in_my_heart_for_you,pittpayne-ill_keep_a_warm_spot_in_my_heart_for_you__pittpayne.mid,87
1390,6170,Pitt-Payne/I'll Make A Ring Around Rosie.mid,1910.0,pittpayne-ill_make_a_ring_around_rosie,pittpayne-ill_make_a_ring_around_rosie__pittpayne.mid,84
1391,6171,Pitt-Payne/I'll Say She Does.mid,1918.0,pittpayne-ill_say_she_does,pittpayne-ill_say_she_does__pittpayne.mid,78
1392,6172,Pitt-Payne/I'll See You In C-U-B-A.mid,1914.0,pittpayne-ill_see_you_in_cuba,pittpayne-ill_see_you_in_cuba__pittpayne.mid,79
1393,6182,Pitt-Payne/I'm A Happy Married Man.mid,1910.0,pittpayne-im_a_happy_married_man,pittpayne-im_a_happy_married_man__pittpayne.mid,81
1394,6184,Pitt-Payne/I'm A Lonesome Melody.mid,1915.0,pittpayne-im_a_lonesome_melody,pittpayne-im_a_lonesome_melody__pittpayne.mid,80
1395,6185,Pitt-Payne/I'm A Member Of The Midnight Crew.mid,1909.0,pittpayne-im_a_member_of_the_midnight_crew,pittpayne-im_a_member_of_the_midnight_crew__pittpayne.mid,85
1396,6186,Pitt-Payne/I'm A Real Kind Mama.mid,1917.0,pittpayne-im_a_real_kind_mama,pittpayne-im_a_real_kind_mama__pittpayne.mid,79
1397,6188,Pitt-Payne/I'm Afraid To Come Home In The Dark.mid,1907.0,pittpayne-im_afraid_to_come_home_in_the_dark,pittpayne-im_afraid_to_come_home_in_the_dark__pittpayne.mid,85
1398,6192,Pitt-Payne/I'm All Bound 'Round With The Mason Dixon Line.mid,1917.0,pittpayne-im_all_bound_round_with_the_mason_dixon_line,pittpayne-im_all_bound_round_with_the_mason_dixon_line__pittpayne.mid,88
1399,6199,Pitt-Payne/I'm Certainly Living A Rag-Time Life.mid,1900.0,pittpayne-im_certainly_living_a_ragtime_life,pittpayne-im_certainly_living_a_ragtime_life__pittpayne.mid,85
1400,6210,Pitt-Payne/I'm Drifting Further From You Baby Every Day.mid,1901.0,pittpayne-im_drifting_further_from_you_baby_every_day,pittpayne-im_drifting_further_from_you_baby_every_day__pittpayne.mid,88
1401,6211,Pitt-Payne/I'm Expectin' A Special Deliv'ry.mid,1901.0,pittpayne-im_expectin_a_special_delivry,pittpayne-im_expectin_a_special_delivry__pittpayne.mid,84
1402,6221,Pitt-Payne/I'm Goin' To Settle Down Outside Of London Town.mid,1919.0,pittpayne-im_goin_to_settle_down_outside_of_london_town,pittpayne-im_goin_to_settle_down_outside_of_london_town__pittpayne.mid,88
1403,6223,"Pitt-Payne/I'm Goin', Goodbye, I'm Gone.mid",1912.0,pittpayne-im_goin_goodbye_im_gone,pittpayne-im_goin_goodbye_im_gone__pittpayne.mid,81
1404,6229,Pitt-Payne/I'm Going To Exit.mid,1906.0,pittpayne-im_going_to_exit,pittpayne-im_going_to_exit__pittpayne.mid,78
1405,6238,Pitt-Payne/I'm Gonna Make Hay While The Sun Shines In Virginia.mid,1916.0,pittpayne-im_gonna_make_hay_while_the_sun_shines_in_virginia,pittpayne-im_gonna_make_hay_while_the_sun_shines_in_virginia__pittpayne.mid,89
1406,6242,Pitt-Payne/I'm Jealous Of You.mid,1908.0,pittpayne-im_jealous_of_you,pittpayne-im_jealous_of_you__pittpayne.mid,78
1407,6243,"Pitt-Payne/I'm Just Barely Living, Dat's All.mid",1903.0,pittpayne-im_just_barely_living_dats_all,pittpayne-im_just_barely_living_dats_all__pittpayne.mid,84
1408,6244,Pitt-Payne/I'm Just Simply Full Of Jazz.mid,1919.0,pittpayne-im_just_simply_full_of_jazz,pittpayne-im_just_simply_full_of_jazz__pittpayne.mid,83
1409,6247,Pitt-Payne/I'm Just Wild About Harry.mid,1921.0,pittpayne-im_just_wild_about_harry,pittpayne-im_just_wild_about_harry__pittpayne.mid,82
1410,6250,Pitt-Payne/I'm Looking All Around For A Vampire.mid,1920.0,pittpayne-im_looking_all_around_for_a_vampire,pittpayne-im_looking_all_around_for_a_vampire__pittpayne.mid,86
1411,6255,Pitt-Payne/I'm Nobody's Baby.mid,1921.0,pittpayne-im_nobodys_baby,pittpayne-im_nobodys_baby__pittpayne.mid,77
1412,6260,Pitt-Payne/I'm On My Way To Dublin Bay.mid,1915.0,pittpayne-im_on_my_way_to_dublin_bay,pittpayne-im_on_my_way_to_dublin_bay__pittpayne.mid,83
1413,6262,Pitt-Payne/I'm On My Way To Mandalay .mid,1913.0,pittpayne-im_on_my_way_to_mandalay_,pittpayne-im_on_my_way_to_mandalay_song__pittpayne.mid,79
1414,6268,Pitt-Payne/I'm Saving Up The Means To Get To New Orleans.mid,1916.0,pittpayne-im_saving_up_the_means_to_get_to_new_orleans,pittpayne-im_saving_up_the_means_to_get_to_new_orleans__pittpayne.mid,88
1415,6270,Pitt-Payne/I'm Simply Crazy Over You.mid,1915.0,pittpayne-im_simply_crazy_over_you,pittpayne-im_simply_crazy_over_you__pittpayne.mid,82
1416,6271,Pitt-Payne/I'm Sitting Pretty In A Pretty Little City.mid,1923.0,pittpayne-im_sitting_pretty_in_a_pretty_little_city,pittpayne-im_sitting_pretty_in_a_pretty_little_city__pittpayne.mid,87
1417,6279,Pitt-Payne/I'm Wild About Moonshine.mid,1920.0,pittpayne-im_wild_about_moonshine,pittpayne-im_wild_about_moonshine__pittpayne.mid,81
1418,6483,Pitt-Payne/I'se A-picking My Company Now.mid,1899.0,pittpayne-ise_apicking_my_company_now,pittpayne-ise_apicking_my_company_now__pittpayne.mid,83
1419,6549,Pitt-Payne/I've Got A Feeling I'm Falling.mid,1929.0,pittpayne-ive_got_a_feeling_im_falling,pittpayne-ive_got_a_feeling_im_falling__pittpayne.mid,84
1420,6551,Pitt-Payne/I've Got A Ragtime Bee In My Bonnet.mid,1911.0,pittpayne-ive_got_a_ragtime_bee_in_my_bonnet,pittpayne-ive_got_a_ragtime_bee_in_my_bonnet__pittpayne.mid,85
1421,6552,Pitt-Payne/I've Got A White Man Working For Me.mid,1900.0,pittpayne-ive_got_a_white_man_working_for_me,pittpayne-ive_got_a_white_man_working_for_me__pittpayne.mid,85
1422,6554,Pitt-Payne/I've Got Chicken On The Brain .mid,1899.0,pittpayne-ive_got_chicken_on_the_brain_,pittpayne-ive_got_chicken_on_the_brain_song__pittpayne.mid,80
1423,6559,Pitt-Payne/I've Got My Captain Working For Me Now.mid,1919.0,pittpayne-ive_got_my_captain_working_for_me_now,pittpayne-ive_got_my_captain_working_for_me_now__pittpayne.mid,86
1424,6569,Pitt-Payne/I've Got The Blue Ridge Blues.mid,1918.0,pittpayne-ive_got_the_blue_ridge_blues,pittpayne-ive_got_the_blue_ridge_blues__pittpayne.mid,84
1425,6574,Pitt-Payne/I've Got The Nicest Little House In D-I-X-I-E.mid,1917.0,pittpayne-ive_got_the_nicest_little_house_in_dixie,pittpayne-ive_got_the_nicest_little_house_in_dixie__pittpayne.mid,87
1426,6576,"Pitt-Payne/I've Got The Red, White And Blues.mid",1921.0,pittpayne-ive_got_the_red_white_and_blues,pittpayne-ive_got_the_red_white_and_blues__pittpayne.mid,85
1427,6577,Pitt-Payne/I've Got The Ru-Ma-Tiz.mid,1912.0,pittpayne-ive_got_the_rumatiz,pittpayne-ive_got_the_rumatiz__pittpayne.mid,79
1428,6578,Pitt-Payne/I've Got The Sweetest Girl In Maryland.mid,1917.0,pittpayne-ive_got_the_sweetest_girl_in_maryland,pittpayne-ive_got_the_sweetest_girl_in_maryland__pittpayne.mid,86
1429,6582,Pitt-Payne/I've Got To Have Some Lovin' Now.mid,1912.0,pittpayne-ive_got_to_have_some_lovin_now,pittpayne-ive_got_to_have_some_lovin_now__pittpayne.mid,84
1430,6584,Pitt-Payne/I've Got Troubles Of My Own.mid,1900.0,pittpayne-ive_got_troubles_of_my_own,pittpayne-ive_got_troubles_of_my_own__pittpayne.mid,83
1431,6586,Pitt-Payne/I've Got Your Number.mid,1910.0,pittpayne-ive_got_your_number,pittpayne-ive_got_your_number__pittpayne.mid,79
1432,6587,Pitt-Payne/I've Joined The Squirrel Family.mid,1916.0,pittpayne-ive_joined_the_squirrel_family,pittpayne-ive_joined_the_squirrel_family__pittpayne.mid,84
1433,6591,Pitt-Payne/I've Said My Last Farewell.mid,1906.0,pittpayne-ive_said_my_last_farewell,pittpayne-ive_said_my_last_farewell__pittpayne.mid,82
1434,6098,Pitt-Payne/If A Rooster Can Love So Many Little Chickens.mid,1912.0,pittpayne-if_a_rooster_can_love_so_many_little_chickens,pittpayne-if_a_rooster_can_love_so_many_little_chickens__pittpayne.mid,88
1435,6102,Pitt-Payne/If Dat's Society Excuse Me.mid,1900.0,pittpayne-if_dats_society_excuse_me,pittpayne-if_dats_society_excuse_me__pittpayne.mid,82
1436,6104,"Pitt-Payne/If He Can Fight Like He Can Love, Good Night Germany!.mid",1918.0,pittpayne-if_he_can_fight_like_he_can_love_good_night_germany,pittpayne-if_he_can_fight_like_he_can_love_good_night_germany__pittpayne.mid,89
1437,6108,Pitt-Payne/If I Don't Get You I'll Get Your Sister.mid,1911.0,pittpayne-if_i_dont_get_you_ill_get_your_sister,pittpayne-if_i_dont_get_you_ill_get_your_sister__pittpayne.mid,86
1438,6112,Pitt-Payne/If I Only Had A Sweetheart.mid,1909.0,pittpayne-if_i_only_had_a_sweetheart,pittpayne-if_i_only_had_a_sweetheart__pittpayne.mid,83
1439,6120,"Pitt-Payne/If Money Talks, It Ain't On Speaking Terms With Me.mid",1902.0,pittpayne-if_money_talks_it_aint_on_speaking_terms_with_me,pittpayne-if_money_talks_it_aint_on_speaking_terms_with_me__pittpayne.mid,89
1440,6125,Pitt-Payne/If The Man In The Moon Were A Coon.mid,,pittpayne-if_the_man_in_the_moon_were_a_coon,pittpayne-if_the_man_in_the_moon_were_a_coon__pittpayne.mid,85
1441,6133,Pitt-Payne/If You Ain't Got It Go And Get It.mid,1909.0,pittpayne-if_you_aint_got_it_go_and_get_it,pittpayne-if_you_aint_got_it_go_and_get_it__pittpayne.mid,85
1442,6137,Pitt-Payne/If You Don't Want My Peaches.mid,1914.0,pittpayne-if_you_dont_want_my_peaches,pittpayne-if_you_dont_want_my_peaches__pittpayne.mid,83
1443,6146,Pitt-Payne/If You Saw What I Saw You'd Go To Utah.mid,1917.0,pittpayne-if_you_saw_what_i_saw_youd_go_to_utah,pittpayne-if_you_saw_what_i_saw_youd_go_to_utah__pittpayne.mid,86
1444,6288,Pitt-Payne/Impatient Jane.mid,1905.0,pittpayne-impatient_jane,pittpayne-impatient_jane__pittpayne.mid,76
1445,6310,Pitt-Payne/In Bamboo Land.mid,1910.0,pittpayne-in_bamboo_land,pittpayne-in_bamboo_land__pittpayne.mid,76
1446,6311,Pitt-Payne/In Berry Pickin' Time.mid,1917.0,pittpayne-in_berry_pickin_time,pittpayne-in_berry_pickin_time__pittpayne.mid,80
1447,6312,Pitt-Payne/In Boogy Land.mid,1908.0,pittpayne-in_boogy_land,pittpayne-in_boogy_land__pittpayne.mid,75
1448,6320,Pitt-Payne/In Dear Old Dixieland.mid,1912.0,pittpayne-in_dear_old_dixieland,pittpayne-in_dear_old_dixieland__pittpayne.mid,81
1449,6321,Pitt-Payne/In Dear Old Tennessee.mid,1909.0,pittpayne-in_dear_old_tennessee,pittpayne-in_dear_old_tennessee__pittpayne.mid,81
1450,6327,Pitt-Payne/In Monkey Land.mid,1907.0,pittpayne-in_monkey_land,pittpayne-in_monkey_land__pittpayne.mid,76
1451,6333,Pitt-Payne/In Ole Alabam.mid,1900.0,pittpayne-in_ole_alabam,pittpayne-in_ole_alabam__pittpayne.mid,75
1452,6337,Pitt-Payne/In Ragtime Land.mid,1911.0,pittpayne-in_ragtime_land,pittpayne-in_ragtime_land__pittpayne.mid,77
1453,6338,Pitt-Payne/In Room 202.mid,1919.0,pittpayne-in_room_202,pittpayne-in_room___pittpayne.mid,67
1454,6340,Pitt-Payne/In Search Of A Husband .mid,1914.0,pittpayne-in_search_of_a_husband_,pittpayne-in_search_of_a_husband_song__pittpayne.mid,78
1455,6344,Pitt-Payne/In The Cool Of The Evening.mid,1912.0,pittpayne-in_the_cool_of_the_evening,pittpayne-in_the_cool_of_the_evening__pittpayne.mid,83
1456,6347,Pitt-Payne/In The Evening By The Moonlight    Dear Louise.mid,1906.0,pittpayne-in_the_evening_by_the_moonlight____dear_louise,pittpayne-in_the_evening_by_the_moonlight_dear_louise__pittpayne.mid,85
1457,6350,Pitt-Payne/In The Heart Of Dixie.mid,1903.0,pittpayne-in_the_heart_of_dixie,pittpayne-in_the_heart_of_dixie__pittpayne.mid,81
1458,6356,Pitt-Payne/In The Land Of Harmony.mid,1911.0,pittpayne-in_the_land_of_harmony,pittpayne-in_the_land_of_harmony__pittpayne.mid,81
1459,6416,Pitt-Payne/Innovation.mid,1917.0,pittpayne-innovation,pittpayne-innovation__pittpayne.mid,73
1460,6430,Pitt-Payne/Intermission Rag.mid,1916.0,pittpayne-intermission_rag,pittpayne-intermission_rag__pittpayne.mid,78
1461,6434,Pitt-Payne/International Rag  The.mid,1913.0,pittpayne-international_rag__the,pittpayne-international_rag_the__pittpayne.mid,79
1462,6451,Pitt-Payne/Irish Beauties.mid,1911.0,pittpayne-irish_beauties,pittpayne-irish_beauties__pittpayne.mid,76
1463,6458,Pitt-Payne/Irish Rag .mid,1910.0,pittpayne-irish_rag_,pittpayne-irish_rag_song__pittpayne.mid,68
1464,6461,Pitt-Payne/Irish Tango  The.mid,1914.0,pittpayne-irish_tango__the,pittpayne-irish_tango_the__pittpayne.mid,76
1465,6464,Pitt-Payne/Irmena Rag.mid,1908.0,pittpayne-irmena_rag,pittpayne-irmena_rag__pittpayne.mid,73
1466,6468,Pitt-Payne/Irresistible.mid,1910.0,pittpayne-irresistible,pittpayne-irresistible__pittpayne.mid,75
1467,6475,Pitt-Payne/Is It True What They Say About Dixie?.mid,1936.0,pittpayne-is_it_true_what_they_say_about_dixie,pittpayne-is_it_true_what_they_say_about_dixie__pittpayne.mid,86
1468,6489,Pitt-Payne/Ishudworry Rag.mid,1914.0,pittpayne-ishudworry_rag,pittpayne-ishudworry_rag__pittpayne.mid,76
1469,6499,Pitt-Payne/It Had To Be You.mid,1924.0,pittpayne-it_had_to_be_you,pittpayne-it_had_to_be_you__pittpayne.mid,78
