1422;Chop Sticks (Mayerl) - Crausaz.mid;1422-crausaz__orton-chop_sticks_mayerl__crausaz.mid
1423;Chitterlin' Strut - Crausaz.mid;1423-crausaz__orton-chitterlin_strut__crausaz.mid
1424;Dime Rag - Crausaz.mid;1424-crausaz__orton-dime_rag__crausaz.mid
1425;Tar Heel (Yopp) - Crausaz.mid;1425-crausaz__orton-tar_heel_yopp__crausaz.mid
1426;Thomas Brothers' Rag (simp) - Crausaz.mid;1426-crausaz__orton-thomas_brothers_rag_simp__crausaz.mid
1427;Night in Coontown, A (Howard & Emerson) - Crausaz.mid;1427-crausaz__orton-night_in_coontown_a_howard__emerson__crausaz.mid
1428;A'Richt the Noo  - Crausaz.mid;1428-crausaz__orton-aricht_the_noo___crausaz.mid
1429;Club Cabin, The - Crausaz.mid;1429-crausaz__orton-club_cabin_the__crausaz.mid
1430;Holiday (Ponce) - Crausaz.mid;1430-crausaz__orton-holiday_ponce__crausaz.mid
1431;Two Merry Tramps - Crausaz.mid;1431-crausaz__orton-two_merry_tramps__crausaz.mid
1432;Hot Wave, A - Crausaz.mid;1432-crausaz__orton-hot_wave_a__crausaz.mid
1433;Lady With The Red Dress - Crausaz.mid;1433-crausaz__orton-lady_with_the_red_dress__crausaz.mid
1434;Rag-Time Medley No.1 - Crausaz.mid;1434-crausaz__orton-ragtime_medley_no.__crausaz.mid
1435;Coney Island Girl, The - Crausaz.mid;1435-crausaz__orton-coney_island_girl_the__crausaz.mid
1436;Dixieland - Crausaz.mid;1436-crausaz__orton-dixieland__crausaz.mid
1437;Uncle Ben's Relaxation [piano] - Crausaz.mid;1437-crausaz__orton-uncle_bens_relaxation_piano__crausaz.mid
1438;Twister, The - Crausaz ex Gordon.mid;1438-crausaz__orton-twister_the__crausaz_ex_gordon.mid
1439;Jazz - Crausaz.mid;1439-crausaz__orton-jazz__crausaz.mid
1440;Koko Bolo Two-Step - Crausaz.mid;1440-crausaz__orton-koko_bolo_twostep__crausaz.mid
1441;Tom And Jerry  - Crausaz.mid;1441-crausaz__orton-tom_and_jerry___crausaz.mid
1442;Toggle-Jointed Toby - Crausaz.mid;1442-crausaz__orton-togglejointed_toby__crausaz.mid
1443;Georgia Giggle, The - Crausaz.mid;1443-crausaz__orton-georgia_giggle_the__crausaz.mid
1444;Wrag Wringer, The (inc) - Crausaz.mid;1444-crausaz__orton-wrag_wringer_the_inc__crausaz.mid
1445;Queen City Girl - Crausaz.mid;1445-crausaz__orton-queen_city_girl__crausaz.mid
1446;Dash Of Lavender, A - Crausaz.mid;1446-crausaz__orton-dash_of_lavender_a__crausaz.mid
1447;Higgledy Piggledy - Crausaz.mid;1447-crausaz__orton-higgledy_piggledy__crausaz.mid
1448;Ole Eph's Vision - Crausaz.mid;1448-crausaz__orton-ole_ephs_vision__crausaz.mid
1449;Saronoff Rag, The - Crausaz.mid;1449-crausaz__orton-saronoff_rag_the__crausaz.mid
1450;Red Hots - Crausaz.mid;1450-crausaz__orton-red_hots__crausaz.mid
1451;Sunset, The (Dougherty) - Crausaz.mid;1451-crausaz__orton-sunset_the_dougherty__crausaz.mid
1452;City Swells - Crausaz.mid;1452-crausaz__orton-city_swells__crausaz.mid
1453;Rag Elegante  - Crausaz ex Gordon.mid;1453-crausaz__orton-rag_elegante___crausaz_ex_gordon.mid
1454;Isadore Two Step - Crausaz.mid;1454-crausaz__orton-isadore_two_step__crausaz.mid
1455;High Life - Crausaz ex Gordon.mid;1455-crausaz__orton-high_life__crausaz_ex_gordon.mid
1456;Goldilocks - Orton ex Gordon.mid;1456-crausaz__orton-goldilocks__orton_ex_gordon.mid
1457;St Louis Rag  (Grabbe) - Crausaz.mid;1457-crausaz__orton-st_louis_rag__grabbe__crausaz.mid
1458;Tripoli - Crausaz.mid;1458-crausaz__orton-tripoli__crausaz.mid
1459;Rag-Time Joke, A - Crausaz.mid;1459-crausaz__orton-ragtime_joke_a__crausaz.mid
1460;Chili Con Carne - Crausaz.mid;1460-crausaz__orton-chili_con_carne__crausaz.mid
1461;Rig-A-Jig - Crausaz.mid;1461-crausaz__orton-rigajig__crausaz.mid
1462;Ma Colored Queen [Piano] - Crausaz.mid;1462-crausaz__orton-ma_colored_queen_piano__crausaz.mid
1463;Flapperette - Crausaz.mid;1463-crausaz__orton-flapperette__crausaz.mid
1464;Four Seasons Suite, The - Autumn Thunder - Crausaz ex Gordon.mid;1464-crausaz__orton-four_seasons_suite_the__autumn_thunder__crausaz_ex_gordon.mid
1465;Unique - Crausaz.mid;1465-crausaz__orton-unique__crausaz.mid
1466;Cat On The Keyboard, The - Crausaz.mid;1466-crausaz__orton-cat_on_the_keyboard_the__crausaz.mid
1467;Floreine Waltz (Syncopated) - Crausaz.mid;1467-crausaz__orton-floreine_waltz_syncopated__crausaz.mid
1468;Cubist - Crausaz.mid;1468-crausaz__orton-cubist__crausaz.mid
1469;Nonsense - Crausaz.mid;1469-crausaz__orton-nonsense__crausaz.mid
1470;Uncle Sam's Favorite - Crausaz.mid;1470-crausaz__orton-uncle_sams_favorite__crausaz.mid
1471;Bomb Shell - Crausaz.mid;1471-crausaz__orton-bomb_shell__crausaz.mid
1472;Hot Ivories - Crausaz.mid;1472-crausaz__orton-hot_ivories__crausaz.mid
1473;Coontown Carnival, A (Levi) - Crausaz.mid;1473-crausaz__orton-coontown_carnival_a_levi__crausaz.mid
1474;Cul'ed Populashun, De - Crausaz.mid;1474-crausaz__orton-culed_populashun_de__crausaz.mid
1475;Savannah Side-Swing, The - Crausaz.mid;1475-crausaz__orton-savannah_sideswing_the__crausaz.mid
1476;Virginia Rag (Harris) - Crausaz.mid;1476-crausaz__orton-virginia_rag_harris__crausaz.mid
1477;Crazy Sam - Crausaz.mid;1477-crausaz__orton-crazy_sam__crausaz.mid
1478;Purdue Spirit, The - Crausaz.mid;1478-crausaz__orton-purdue_spirit_the__crausaz.mid
1479;Way Down South (Helm) - Crausaz.mid;1479-crausaz__orton-way_down_south_helm__crausaz.mid
1480;Moonbeams (Taylor) - Crausaz.mid;1480-crausaz__orton-moonbeams_taylor__crausaz.mid
1481;Excelsior Shoe Step, The - Crausaz.mid;1481-crausaz__orton-excelsior_shoe_step_the__crausaz.mid
1482;Peacock Strut - Crausaz.mid;1482-crausaz__orton-peacock_strut__crausaz.mid
1483;Handy Andy - Crausaz.mid;1483-crausaz__orton-handy_andy__crausaz.mid
1484;Melancholy Mose - Crausaz.mid;1484-crausaz__orton-melancholy_mose__crausaz.mid
1485;Restless Rag - Crausaz.mid;1485-crausaz__orton-restless_rag__crausaz.mid
1486;Ragged Rapids Rag - Crausaz.mid;1486-crausaz__orton-ragged_rapids_rag__crausaz.mid
1487;Sparklette - Crausaz ex Gordon.mid;1487-crausaz__orton-sparklette__crausaz_ex_gordon.mid
1488;Harlequins Grand March - Crausaz.mid;1488-crausaz__orton-harlequins_grand_march__crausaz.mid
1489;Wriggle-Rag (incomplete) - Crausaz.mid;1489-crausaz__orton-wrigglerag_incomplete__crausaz.mid
1490;Four Seasons Suite, The - Lazy Summer  - Crausaz ex Gordon.mid;1490-crausaz__orton-four_seasons_suite_the__lazy_summer___crausaz_ex_gordon.mid
1491;That Hestitatiing Rag - Crausaz.mid;1491-crausaz__orton-that_hestitatiing_rag__crausaz.mid
1492;Ravioli (Isaacs) - Crausaz.mid;1492-crausaz__orton-ravioli_isaacs__crausaz.mid
1493;Strenuous Life, The (simp) - Crausaz.mid;1493-crausaz__orton-strenuous_life_the_simp__crausaz.mid
1494;Sweet Dreams of Youth - Crausaz.mid;1494-crausaz__orton-sweet_dreams_of_youth__crausaz.mid
1495;Virginia Rag (Harris) 2 - Crausaz.mid;1495-crausaz__orton-virginia_rag_harris___crausaz.mid
1496;Ivory Kapers - Crausaz.mid;1496-crausaz__orton-ivory_kapers__crausaz.mid
1497;Sic 'em Prinz - Crausaz.mid;1497-crausaz__orton-sic_em_prinz__crausaz.mid
1498;Catch Of Tokio, The - Crausaz.mid;1498-crausaz__orton-catch_of_tokio_the__crausaz.mid
1499;Coon Town Chappie - Crausaz.mid;1499-crausaz__orton-coon_town_chappie__crausaz.mid
1500;Rag Doll - Crausaz.mid;1500-crausaz__orton-rag_doll__crausaz.mid
1501;Tantalizer Rag, The - Crausaz.mid;1501-crausaz__orton-tantalizer_rag_the__crausaz.mid
1502;Dance of the Oyster and the Clam - Crausaz.mid;1502-crausaz__orton-dance_of_the_oyster_and_the_clam__crausaz.mid
1503;That Chinese Rag - Crausaz.mid;1503-crausaz__orton-that_chinese_rag__crausaz.mid
1504;Plantation Echoes (Northrup) - Crausaz.mid;1504-crausaz__orton-plantation_echoes_northrup__crausaz.mid
1505;That Gigglin' Rag - Crausaz.mid;1505-crausaz__orton-that_gigglin_rag__crausaz.mid
1506;Rag for Michael, A - Crausaz.mid;1506-crausaz__orton-rag_for_michael_a__crausaz.mid
1507;Buccaneer, The - Crausaz.mid;1507-crausaz__orton-buccaneer_the__crausaz.mid
1508;Lazy Rhapsody - Crausaz.mid;1508-crausaz__orton-lazy_rhapsody__crausaz.mid
1509;Way Down South (Clark) - Crausaz.mid;1509-crausaz__orton-way_down_south_clark__crausaz.mid
1510;Manikin Ball, The - Crausaz.mid;1510-crausaz__orton-manikin_ball_the__crausaz.mid
1511;American Rag, The (Lang) - Crausaz.mid;1511-crausaz__orton-american_rag_the_lang__crausaz.mid
1512;Bashful Betty - Crausaz.mid;1512-crausaz__orton-bashful_betty__crausaz.mid
1513;Alaska Rag (Malin) - Crausaz.mid;1513-crausaz__orton-alaska_rag_malin__crausaz.mid
1514;Mentel's Maxixe - Crausaz.mid;1514-crausaz__orton-mentels_maxixe__crausaz.mid
1515;Catchy Thing, A - Crausaz.mid;1515-crausaz__orton-catchy_thing_a__crausaz.mid
1516;Draggy Rags (Argo) - Crausaz.mid;1516-crausaz__orton-draggy_rags_argo__crausaz.mid
1517;Snookums - Crausaz.mid;1517-crausaz__orton-snookums__crausaz.mid
1518;Uncle Ben's Relaxation [violin] - Crausaz.mid;1518-crausaz__orton-uncle_bens_relaxation_violin__crausaz.mid
1519;That Dixie Rag (Grady) - Crausaz.mid;1519-crausaz__orton-that_dixie_rag_grady__crausaz.mid
1520;Four Seasons Suite, The - Spring Lightning - Crausaz ex Gordon.mid;1520-crausaz__orton-four_seasons_suite_the__spring_lightning__crausaz_ex_gordon.mid
1521;Carolina Chimes - Crausaz.mid;1521-crausaz__orton-carolina_chimes__crausaz.mid
1522;Kewpie - Crausaz.mid;1522-crausaz__orton-kewpie__crausaz.mid
1523;Silver Flash  - Crausaz ex Gordon.mid;1523-crausaz__orton-silver_flash___crausaz_ex_gordon.mid
1524;Black Cinderella - Crausaz.mid;1524-crausaz__orton-black_cinderella__crausaz.mid
1525;Black Panther - Crausaz.mid;1525-crausaz__orton-black_panther__crausaz.mid
1526;Snuffuns - Crausaz.mid;1526-crausaz__orton-snuffuns__crausaz.mid
1527;Syncopation - Crausaz.mid;1527-crausaz__orton-syncopation__crausaz.mid
1528;Reminiscence (Gordon) - Crausaz ex Gordon.mid;1528-crausaz__orton-reminiscence_gordon__crausaz_ex_gordon.mid
1529;Ragtime Insanity - Crausaz.mid;1529-crausaz__orton-ragtime_insanity__crausaz.mid
1530;Thunderbolt Rag (Iliff) - Crausaz.mid;1530-crausaz__orton-thunderbolt_rag_iliff__crausaz.mid
1531;Real Thing, The (Jones) (Banjo) - Crausaz.mid;1531-crausaz__orton-real_thing_the_jones_banjo__crausaz.mid
1532;Barbecue Rag - Crausaz.mid;1532-crausaz__orton-barbecue_rag__crausaz.mid
1533;Magenta - Orton ex Gordon.mid;1533-crausaz__orton-magenta__orton_ex_gordon.mid
1534;Walkin' And Talkin' - Crausaz.mid;1534-crausaz__orton-walkin_and_talkin__crausaz.mid
1535;Ragtime Wedding March - Crausaz.mid;1535-crausaz__orton-ragtime_wedding_march__crausaz.mid
1536;Ravlins - Crausaz.mid;1536-crausaz__orton-ravlins__crausaz.mid
1537;Alabama Hoe Down - Crausaz.mid;1537-crausaz__orton-alabama_hoe_down__crausaz.mid
1538;Chiff Chaff - Orton ex Gordon.mid;1538-crausaz__orton-chiff_chaff__orton_ex_gordon.mid
1539;Tennessee Rag (McDade & Watterson) - Crausaz.mid;1539-crausaz__orton-tennessee_rag_mcdade__watterson__crausaz.mid
1540;Ma Mobile Babe - Crausaz.mid;1540-crausaz__orton-ma_mobile_babe__crausaz.mid
1541;Ellington Two-Step, The - Crausaz.mid;1541-crausaz__orton-ellington_twostep_the__crausaz.mid
1542;My Maryland Babe - Crausaz.mid;1542-crausaz__orton-my_maryland_babe__crausaz.mid
1543;Meddlesome Mike (simp) - Crausaz.mid;1543-crausaz__orton-meddlesome_mike_simp__crausaz.mid
1544;Mandy Lou's Cakewalk - Orton ex Gordon.mid;1544-crausaz__orton-mandy_lous_cakewalk__orton_ex_gordon.mid
1545;Winn's Rag - Crausaz.mid;1545-crausaz__orton-winns_rag__crausaz.mid
1546;Maori - Crausaz.mid;1546-crausaz__orton-maori__crausaz.mid
1547;Sponges (Menge) - Crausaz.mid;1547-crausaz__orton-sponges_menge__crausaz.mid
1548;Colored Chappies, The - Crausaz.mid;1548-crausaz__orton-colored_chappies_the__crausaz.mid
1549;Dutch Rag - Crausaz.mid;1549-crausaz__orton-dutch_rag__crausaz.mid
1550;Red Peppers (Aukens) - Crausaz.mid;1550-crausaz__orton-red_peppers_aukens__crausaz.mid
1551;Rubies - Crausaz.mid;1551-crausaz__orton-rubies__crausaz.mid
1552;Aunt Mandy's Wedding - Crausaz.mid;1552-crausaz__orton-aunt_mandys_wedding__crausaz.mid
1553;Shoe Tickler Rag - Crausaz.mid;1553-crausaz__orton-shoe_tickler_rag__crausaz.mid
1554;Creole Beauty - Crausaz ex Gordon.mid;1554-crausaz__orton-creole_beauty__crausaz_ex_gordon.mid
1555;Progressive Rag - Crausaz.mid;1555-crausaz__orton-progressive_rag__crausaz.mid
1556;Dingy's Serenade, The - Crausaz ex Gordon.mid;1556-crausaz__orton-dingys_serenade_the__crausaz_ex_gordon.mid
1557;Topsy's Night Out - Crausaz.mid;1557-crausaz__orton-topsys_night_out__crausaz.mid
1558;Coney Island Tickle - Crausaz.mid;1558-crausaz__orton-coney_island_tickle__crausaz.mid
1559;On The Wharf - Crausaz.mid;1559-crausaz__orton-on_the_wharf__crausaz.mid
1560;Playful Willie - Crausaz.mid;1560-crausaz__orton-playful_willie__crausaz.mid
1561;Ben Harney's Ragtime Instructor - Crausaz.mid;1561-crausaz__orton-ben_harneys_ragtime_instructor__crausaz.mid
1562;Paradise Rag - Crausaz.mid;1562-crausaz__orton-paradise_rag__crausaz.mid
1563;French Pastry Rag - Crausaz.mid;1563-crausaz__orton-french_pastry_rag__crausaz.mid
1564;Frivolity (Gordon) - Crausaz ex Gordon.mid;1564-crausaz__orton-frivolity_gordon__crausaz_ex_gordon.mid
1565;Cotton Coon's (aka Swellest in Town) - Crausaz.mid;1565-crausaz__orton-cotton_coons_aka_swellest_in_town__crausaz.mid
1566;Possum And The Coon, The - Crausaz.mid;1566-crausaz__orton-possum_and_the_coon_the__crausaz.mid
1567;Davis Fox Trot, The - Crausaz.mid;1567-crausaz__orton-davis_fox_trot_the__crausaz.mid
1568;Possum Barbecue, The - Crausaz.mid;1568-crausaz__orton-possum_barbecue_the__crausaz.mid
1569;Snappin' Turtle - Crausaz.mid;1569-crausaz__orton-snappin_turtle__crausaz.mid
1570;Castle Square - Crausaz.mid;1570-crausaz__orton-castle_square__crausaz.mid
1571;Toy Town Topics - Crausaz.mid;1571-crausaz__orton-toy_town_topics__crausaz.mid
1572;Rag Carpet Rag (Levy) - Crausaz.mid;1572-crausaz__orton-rag_carpet_rag_levy__crausaz.mid
1573;Polka Dots (Lawson) - Crausaz.mid;1573-crausaz__orton-polka_dots_lawson__crausaz.mid
1574;Real Thing, The (Jones) (Piano) - Crausaz.mid;1574-crausaz__orton-real_thing_the_jones_piano__crausaz.mid
1575;Ragtime Eyes (Polla) - Crausaz.mid;1575-crausaz__orton-ragtime_eyes_polla__crausaz.mid
1576;Kiddie Kapers - Crausaz.mid;1576-crausaz__orton-kiddie_kapers__crausaz.mid
1577;Twin City, The - Crausaz.mid;1577-crausaz__orton-twin_city_the__crausaz.mid
1578;Bag 'O Rags (Klaphake) - Crausaz.mid;1578-crausaz__orton-bag_o_rags_klaphake__crausaz.mid
1579;Coppertop - Cruasaz ex Gordon.mid;1579-crausaz__orton-coppertop__cruasaz_ex_gordon.mid
1580;Bugavue Rag, The - Crausaz.mid;1580-crausaz__orton-bugavue_rag_the__crausaz.mid
1581;Peach Blossoms - Crausaz.mid;1581-crausaz__orton-peach_blossoms__crausaz.mid
1582;Alakeefic - Orton ex Gordon.mid;1582-crausaz__orton-alakeefic__orton_ex_gordon.mid
1583;Nonette Rag - Crausaz.mid;1583-crausaz__orton-nonette_rag__crausaz.mid
1584;How Reuben Does The Rag - Crausaz.mid;1584-crausaz__orton-how_reuben_does_the_rag__crausaz.mid
1585;Old Black Joe - Crausaz.mid;1585-crausaz__orton-old_black_joe__crausaz.mid
1586;Diamond Lily, The - Orton ex Gordon.mid;1586-crausaz__orton-diamond_lily_the__orton_ex_gordon.mid
1587;Eskimo Shivers - Crausaz.mid;1587-crausaz__orton-eskimo_shivers__crausaz.mid
1588;Jungle, The - Crausaz.mid;1588-crausaz__orton-jungle_the__crausaz.mid
1589;S. R. Henry's Barn Dance - Crausaz.mid;1589-crausaz__orton-s._r._henrys_barn_dance__crausaz.mid
1590;Ohio (Pearson) - Crausaz.mid;1590-crausaz__orton-ohio_pearson__crausaz.mid
1591;Fashionette - Crausaz.mid;1591-crausaz__orton-fashionette__crausaz.mid
1592;Scan'lous Ephraim - Crausaz.mid;1592-crausaz__orton-scanlous_ephraim__crausaz.mid
1593;Rag Peddler, The - Crausaz.mid;1593-crausaz__orton-rag_peddler_the__crausaz.mid
1594;Dandy Sandy - Crausaz.mid;1594-crausaz__orton-dandy_sandy__crausaz.mid
1595;Dancing By Moonlight - Crausaz.mid;1595-crausaz__orton-dancing_by_moonlight__crausaz.mid
1596;Winnin' Coon, De - Crausaz.mid;1596-crausaz__orton-winnin_coon_de__crausaz.mid
1597;Four Seasons Suite, The - Winter Dream - Crausaz ex Gordon.mid;1597-crausaz__orton-four_seasons_suite_the__winter_dream__crausaz_ex_gordon.mid
1598;Rag Pickings - Crausaz.mid;1598-crausaz__orton-rag_pickings__crausaz.mid
1599;Sam Fox Trot - Crausaz.mid;1599-crausaz__orton-sam_fox_trot__crausaz.mid
1600;Yankee Girl (Lampe) - Crausaz.mid;1600-crausaz__orton-yankee_girl_lampe__crausaz.mid
1601;Hilda - Crausaz.mid;1601-crausaz__orton-hilda__crausaz.mid
1602;Lock The Barn! - Crausaz.mid;1602-crausaz__orton-lock_the_barn__crausaz.mid
1603;Sweet Potatoes - Crausaz.mid;1603-crausaz__orton-sweet_potatoes__crausaz.mid
1604;Mando Rag (Ingraham) - Crausaz.mid;1604-crausaz__orton-mando_rag_ingraham__crausaz.mid
1605;Monkey Motion Rag - Crausaz.mid;1605-crausaz__orton-monkey_motion_rag__crausaz.mid
1606;Campmeetin' Echoes - Crausaz.mid;1606-crausaz__orton-campmeetin_echoes__crausaz.mid
1607;Miserable Rag - Crausaz .mid;1607-crausaz__orton-miserable_rag__crausaz_.mid
1608;Razor Park March - Crausaz.mid;1608-crausaz__orton-razor_park_march__crausaz.mid
1609;Ostende, The - Crausaz.mid;1609-crausaz__orton-ostende_the__crausaz.mid
1610;Cakewalk, The (Sullivan) - Crausaz.mid;1610-crausaz__orton-cakewalk_the_sullivan__crausaz.mid
1611;Wedding Cake, The - Crausaz.mid;1611-crausaz__orton-wedding_cake_the__crausaz.mid
1612;Hoosier Rag (Jergensen) - Crausaz.mid;1612-crausaz__orton-hoosier_rag_jergensen__crausaz.mid
1613;Greased Lightning - Crausaz.mid;1613-crausaz__orton-greased_lightning__crausaz.mid
1614;Tin Pan Brigade, The - Crausaz.mid;1614-crausaz__orton-tin_pan_brigade_the__crausaz.mid
1615;Aeoleus - Crausaz ex Gordon.mid;1615-crausaz__orton-aeoleus__crausaz_ex_gordon.mid
1616;Line Of Rags, A - Crausaz.mid;1616-crausaz__orton-line_of_rags_a__crausaz.mid
1617;That Contagious Rag (Piper) - Crausaz.mid;1617-crausaz__orton-that_contagious_rag_piper__crausaz.mid
1618;Trans-mag-ni-fi-can-bam-dam-u-al-i-ty - Crausaz.mid;1618-crausaz__orton-transmagnificanbamdamuality__crausaz.mid
1619;Cerise - Crausaz.mid;1619-crausaz__orton-cerise__crausaz.mid
1620;Onward To Berlin - Crausaz.mid;1620-crausaz__orton-onward_to_berlin__crausaz.mid
1621;Cherry Pie - Crausaz ex Gordon.mid;1621-crausaz__orton-cherry_pie__crausaz_ex_gordon.mid
1622;Liza - Crausaz.mid;1622-crausaz__orton-liza__crausaz.mid
1623;Kitty-Wiggles  [1st pg. only] - Crausaz.mid;1623-crausaz__orton-kittywiggles__st_pg._only__crausaz.mid
1624;Raggy-Raggers, The - Crausaz.mid;1624-crausaz__orton-raggyraggers_the__crausaz.mid
1625;Wedding Of The Painted Doll, The - Crausaz.mid;1625-crausaz__orton-wedding_of_the_painted_doll_the__crausaz.mid
1626;Virginia Shuffle, The - Crausaz.mid;1626-crausaz__orton-virginia_shuffle_the__crausaz.mid
1627;Rose De Haven's Devil March - Crausaz.mid;1627-crausaz__orton-rose_de_havens_devil_march__crausaz.mid
1628;Son-Set Rag - Crausaz.mid;1628-crausaz__orton-sonset_rag__crausaz.mid
1629;Dance Of The Hoo-Hoo - Crausaz.mid;1629-crausaz__orton-dance_of_the_hoohoo__crausaz.mid
1630;She Doesn't Seem To Care About Me - Crausaz.mid;1630-crausaz__orton-she_doesnt_seem_to_care_about_me__crausaz.mid
1631;Mineola Rag (simp) - Crausaz.mid;1631-crausaz__orton-mineola_rag_simp__crausaz.mid
1632;Oh You, Sally Rag - Crausaz.mid;1632-crausaz__orton-oh_you_sally_rag__crausaz.mid
1633;Down On The Old Plantation (Wilson) - Crausaz.mid;1633-crausaz__orton-down_on_the_old_plantation_wilson__crausaz.mid
1634;Checks (Lawson) - Crausaz.mid;1634-crausaz__orton-checks_lawson__crausaz.mid
1635;Winnie's Arrival - Crausaz.mid;1635-crausaz__orton-winnies_arrival__crausaz.mid
1636;Tierney Rag, The - Crausaz.mid;1636-crausaz__orton-tierney_rag_the__crausaz.mid
1637;Hard Boiled Rag - Crausaz.mid;1637-crausaz__orton-hard_boiled_rag__crausaz.mid
1638;Sweet Alfarata - Crausaz.mid;1638-crausaz__orton-sweet_alfarata__crausaz.mid
1639;Darky In The Woodpile - Crausaz.mid;1639-crausaz__orton-darky_in_the_woodpile__crausaz.mid
1640;Honey I'm Waitin' - Crausaz.mid;1640-crausaz__orton-honey_im_waitin__crausaz.mid
1641;Darktown Minstrels, The - Crausaz.mid;1641-crausaz__orton-darktown_minstrels_the__crausaz.mid
1642;Climax, The - Crausaz.mid;1642-crausaz__orton-climax_the__crausaz.mid
1643;Beauty Queen - Crausaz ex Gordon.mid;1643-crausaz__orton-beauty_queen__crausaz_ex_gordon.mid
1644;Chrystal Chimes - Crausaz.mid;1644-crausaz__orton-chrystal_chimes__crausaz.mid
1645;Trombone Nightmare, A - Crausaz.mid;1645-crausaz__orton-trombone_nightmare_a__crausaz.mid
1646;Cindy Belle - Crausaz ex Gordon.mid;1646-crausaz__orton-cindy_belle__crausaz_ex_gordon.mid
1647;Swellest In Town - Crausaz.mid;1647-crausaz__orton-swellest_in_town__crausaz.mid
1648;Ragtime Simplicity - Crausaz.mid;1648-crausaz__orton-ragtime_simplicity__crausaz.mid
1649;Yankee-Girl (Phillips) - Crausaz.mid;1649-crausaz__orton-yankeegirl_phillips__crausaz.mid
1650;Missouri Rag, The (Fitzgerald) - Crausaz.mid;1650-crausaz__orton-missouri_rag_the_fitzgerald__crausaz.mid
1651;Songster's Tune - Crausaz.mid;1651-crausaz__orton-songsters_tune__crausaz.mid
1652;Melissa-Fox-Trot (Wilhelmy) - Crausaz.mid;1652-crausaz__orton-melissafoxtrot_wilhelmy__crausaz.mid
1653;Yankee Dude  - Crausaz.mid;1653-crausaz__orton-yankee_dude___crausaz.mid
1654;Black And White (Godfrey) - Crausaz.mid;1654-crausaz__orton-black_and_white_godfrey__crausaz.mid
1655;Bundle Of Rags, A - Crausaz.mid;1655-crausaz__orton-bundle_of_rags_a__crausaz.mid
1656;Knights Templar March - Crausaz.mid;1656-crausaz__orton-knights_templar_march__crausaz.mid
1657;Matchmaker, The - Crausaz.mid;1657-crausaz__orton-matchmaker_the__crausaz.mid
1658;Ragtime King, The (Christensen) - Crausaz.mid;1658-crausaz__orton-ragtime_king_the_christensen__crausaz.mid
1659;Cuyahoga Skippers - Crausaz.mid;1659-crausaz__orton-cuyahoga_skippers__crausaz.mid
1660;Daisy Rag, A (Yoder) - Crausaz.mid;1660-crausaz__orton-daisy_rag_a_yoder__crausaz.mid
1661;Black Rose - Crausaz ex Gordon.mid;1661-crausaz__orton-black_rose__crausaz_ex_gordon.mid
1662;Any Old Rag (Goosman) - Crausaz.mid;1662-crausaz__orton-any_old_rag_goosman__crausaz.mid
1663;Wedding Bells (Coney) - Crausaz.mid;1663-crausaz__orton-wedding_bells_coney__crausaz.mid
1664;Combination Salad - Crausaz.mid;1664-crausaz__orton-combination_salad__crausaz.mid
1665;Goin' Some (Shannon) - Crausaz.mid;1665-crausaz__orton-goin_some_shannon__crausaz.mid
1666;Ragtime Patrol, The - Crausaz.mid;1666-crausaz__orton-ragtime_patrol_the__crausaz.mid
1667;Monkey Blues (Darewski) - Crausaz.mid;1667-crausaz__orton-monkey_blues_darewski__crausaz.mid
1668;Lange's Flower Song - Crausaz.mid;1668-crausaz__orton-langes_flower_song__crausaz.mid
1669;Clover Leaf (Pendleton) - Crausaz.mid;1669-crausaz__orton-clover_leaf_pendleton__crausaz.mid
1670;Georgia Grind (Dabney) - Crausaz.mid;1670-crausaz__orton-georgia_grind_dabney__crausaz.mid
1671;Pretty Thing  - Crausaz ex Gordon.mid;1671-crausaz__orton-pretty_thing___crausaz_ex_gordon.mid
1672;Ramblin' Sam (Story & Brennan) - Crausaz.mid;1672-crausaz__orton-ramblin_sam_story__brennan__crausaz.mid
1673;Rag Time Laundry, The - Kerr ex Mathew.mid;1673-ex_mathew-rag_time_laundry_the__kerr_ex_mathew.mid
1674;Finger Breaker, The - Haefner ex Mathew.mid;1674-ex_mathew-finger_breaker_the__haefner_ex_mathew.mid
1675;Sillyâss - Beattie ex Mathew.mid;1675-ex_mathew-sillyss__beattie_ex_mathew.mid
1676;Furry Lisa Rag - Schneider ex Mathew.mid;1676-ex_mathew-furry_lisa_rag__schneider_ex_mathew.mid
1677;Silver Leaves - Schmetterer.mid;1677-ex_mathew-silver_leaves__schmetterer.mid
1678;Parisian Rag [song] (Branen & Lange) - Dahmén ex Mathew.mid;1678-ex_mathew-parisian_rag_song_branen__lange__dahmn_ex_mathew.mid
1679;Dancing Daffodils - Johnson ex Mathew.mid;1679-ex_mathew-dancing_daffodils__johnson_ex_mathew.mid
1680;Music Box Dancer - Tutor ex Mathew.mid;1680-ex_mathew-music_box_dancer__tutor_ex_mathew.mid
1681;Dancing On Air - Johnson ex Mathew.mid;1681-ex_mathew-dancing_on_air__johnson_ex_mathew.mid
1682;Entertainer, The (Joplin) - Tutor1 ex Mathew.mid;1682-ex_mathew-entertainer_the_joplin__tutor_ex_mathew.mid
1683;Euphoric Rag - Newstead ex Mathew.mid;1683-ex_mathew-euphoric_rag__newstead_ex_mathew.mid
1684;Rag-Eddy Ann, A -Tutor ex Mathew.mid;1684-ex_mathew-rageddy_ann_a_tutor_ex_mathew.mid
